"CASENO","SEVERITY","ACCDATE","ACCTIME","NOVEH","NOINJ","NOKILLED","INNEAR","COMMNAME","UGRID","USTREET1","USTREET2","UBLOCK","ROADAUTH","CTRLSECT","ATKM","RM","SIDEOF","QTR","SEC","TWP","RGE","MER","OTHERLOC","lookup_str","lat","lon"
1584009,"INJURY","2008-04-04",1250,2,1,0,"IN","REGINA","RE85000","DEVONSHIRE DR","900N-918N",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","NA DEVONSHIRE DR, REGINA, Saskatchewan",NA,NA
1572411,"INJURY","2008-04-07",1248,2,1,0,"IN","REGINA","RE688930","1ST AVE N / AVONHURST DR","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1ST AVE N / AVONHURST DR and ALBERT ST, REGINA, Saskatchewan",50.4708399,-104.6180459
1514518,"INJURY","2008-04-15",1118,2,1,0,"IN","REGINA","RE689030","ALBERT ST","VICTORIA AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ALBERT ST and VICTORIA AVE, REGINA, Saskatchewan",50.4472349,-104.6180525
1570544,"INJURY","2008-04-24",1640,2,1,0,"IN","REGINA","RE350300","SASKATCHEWAN DR","2000-2299",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2149 SASKATCHEWAN DR, REGINA, Saskatchewan",50.4516172,-104.6138601
1582840,"INJURY","2008-05-16",1553,2,1,0,"IN","REGINA","RE677190","13TH AVE","PASQUA ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","13TH AVE and PASQUA ST, REGINA, Saskatchewan",50.4454869,-104.6409637
1614050,"INJURY","2008-05-28",1800,2,1,0,"IN","REGINA","RE697590","DEWDNEY AVE E","RUPERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","DEWDNEY AVE E and RUPERT ST, REGINA, Saskatchewan",50.4551779,-104.5664419
1596834,"INJURY","2008-05-29",1714,2,1,0,"IN","REGINA","RE683550","4TH AVE","PASQUA ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","4TH AVE and PASQUA ST, REGINA, Saskatchewan",50.4629396,-104.6409602
1492847,"INJURY","2008-06-04",1630,2,1,0,"IN","REGINA","RE709460","VICTORIA AVE","WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","VICTORIA AVE and WINNIPEG ST, REGINA, Saskatchewan",NA,NA
1596835,"INJURY","2008-06-07",1544,2,1,0,"IN","REGINA","RE676300","12TH AVE","CONNAUGHT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","12TH AVE and CONNAUGHT ST, REGINA, Saskatchewan",NA,NA
1596557,"INJURY","2008-06-12",1626,2,1,0,"IN","REGINA","RE688540","9TH AVE","WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","9TH AVE and WINNIPEG ST, REGINA, Saskatchewan",NA,NA
1613591,"INJURY","2008-06-14",1130,2,1,0,"IN","REGINA","RE686930","8TH AVE N","BROAD ST N S INT",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","8TH AVE N and BROAD ST N S INT, REGINA, Saskatchewan",NA,NA
1569641,"INJURY","2008-06-18",1436,2,1,0,"IN","REGINA","RE297500","PASQUA ST","700-799",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","749 PASQUA ST, REGINA, Saskatchewan",50.4666971,-104.6406367
1583540,"INJURY","2008-06-18",1845,2,1,0,"IN","REGINA","RE73100","COOPER CR","1-199",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","100 COOPER CR, REGINA, Saskatchewan",50.4851718,-104.6498063
1614476,"INJURY","2008-06-18",2015,3,1,0,"IN","REGINA","RE683550","4TH AVE","PASQUA ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","4TH AVE and PASQUA ST, REGINA, Saskatchewan",50.4629396,-104.6409602
1596838,"INJURY","2008-06-19",2009,2,1,0,"IN","REGINA","RE141900","15TH AVE","3400-3499",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","3449 15TH AVE, REGINA, Saskatchewan",NA,NA
1613005,"INJURY","2008-06-20",1125,2,1,0,"IN","REGINA","RE9999","NOT STATED","LOCATION NOT KNOWN",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","NOT STATED and LOCATION NOT KNOWN, REGINA, Saskatchewan",NA,NA
1596839,"INJURY","2008-06-25",1152,2,1,0,"IN","REGINA","RE707360","PEPPER DR E","SHOOTER DR E",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","PEPPER DR E and SHOOTER DR E, REGINA, Saskatchewan",50.436312,-104.542981
1612583,"INJURY","2008-06-25",2130,2,1,0,"IN","REGINA","RE695480","COLLEGE AVE","MCINTYRE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","COLLEGE AVE and MCINTYRE ST, REGINA, Saskatchewan",NA,NA
1596563,"INJURY","2008-07-01",1557,2,1,0,"IN","REGINA","RE320600","REGINA AVE","2700-2750",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2725 REGINA AVE, REGINA, Saskatchewan",NA,NA
1569696,"INJURY","2008-07-02",1012,2,1,0,"IN","REGINA","RE424700","12TH AVE","2000-2099",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2049 12TH AVE, REGINA, Saskatchewan",50.4944129,-104.610108
1614380,"INJURY","2008-07-02",658,2,1,0,"IN","REGINA","RE692950","BROAD ST","DEWDNEY AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","BROAD ST and DEWDNEY AVE, REGINA, Saskatchewan",NA,NA
1331587,"INJURY","2008-07-04",1737,2,1,0,"IN","REGINA","RE683170","4TH AVE","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","4TH AVE and ALBERT ST, REGINA, Saskatchewan",NA,NA
1612649,"INJURY","2008-07-04",1530,2,1,0,"IN","REGINA","RE89400","DEWDNEY AVE","2600-2699",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2649 DEWDNEY AVE, REGINA, Saskatchewan",50.4548867,-104.6194765
1569740,"INJURY","2008-07-08",924,2,1,0,"IN","REGINA","RE684050","5TH AVE","ANGUS ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","5TH AVE and ANGUS ST, REGINA, Saskatchewan",NA,NA
8117316,"INJURY","2008-07-08",2130,2,1,0,"IN","REGINA","RE691260","ATKINSON ST","VICTORIA AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ATKINSON ST and VICTORIA AVE, REGINA, Saskatchewan",NA,NA
1613450,"INJURY","2008-07-09",9999,2,1,0,"IN","REGINA","RE119400","11TH AVE","2300-2399",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2349 11TH AVE, REGINA, Saskatchewan",50.4502078,-104.6149037
1614204,"INJURY","2008-07-09",1700,2,1,0,"IN","REGINA","RE119400","11TH AVE","2300-2399",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2349 11TH AVE, REGINA, Saskatchewan",NA,NA
1583856,"INJURY","2008-07-11",1230,2,1,0,"IN","REGINA","RE155900","14TH AVE","100E-199E",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","149 14TH AVE, REGINA, Saskatchewan",NA,NA
1570336,"INJURY","2008-07-17",815,2,1,0,"IN","REGINA","RE679710","1ST AVE N","BROAD ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1ST AVE N and BROAD ST, REGINA, Saskatchewan",NA,NA
1570949,"INJURY","2008-08-04",1547,2,1,0,"IN","REGINA","RE34900","BLANCHFIELD ST","1100N-1120N",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","NA BLANCHFIELD ST, REGINA, Saskatchewan",NA,NA
1612775,"INJURY","2008-08-04",1100,2,1,0,"IN","REGINA","RE395400","SPENCE ST","1-20",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","10 SPENCE ST, REGINA, Saskatchewan",NA,NA
1611834,"INJURY","2008-08-18",130,2,1,0,"IN","REGINA","RE9999","NOT STATED","LOCATION NOT KNOWN",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","NOT STATED and LOCATION NOT KNOWN, REGINA, Saskatchewan",NA,NA
1611838,"INJURY","2008-08-18",1450,2,1,0,"IN","REGINA","RE441700","VICTORIA AVE","2000-2099",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2049 VICTORIA AVE, REGINA, Saskatchewan",NA,NA
1611801,"INJURY","2008-08-19",1700,2,1,0,"IN","REGINA","RE689000","ALBERT ST","PARLIAMENT AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ALBERT ST and PARLIAMENT AVE, REGINA, Saskatchewan",NA,NA
1596846,"INJURY","2008-08-21",1200,2,1,0,"IN","REGINA","RE682280","3RD AVE","ELPHINSTONE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","3RD AVE and ELPHINSTONE ST, REGINA, Saskatchewan",NA,NA
1569741,"INJURY","2008-08-23",1509,2,1,0,"IN","REGINA","RE683700","5TH AVE","ELPHINSTONE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","5TH AVE and ELPHINSTONE ST, REGINA, Saskatchewan",50.4613904,-104.6311642
1571964,"INJURY","2008-08-23",1910,2,1,0,"IN","REGINA","RE688570","9TH AVE E","PARK ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","9TH AVE E and PARK ST, REGINA, Saskatchewan",50.453476,-104.5723639
1596456,"INJURY","2008-08-24",1400,2,1,0,"IN","REGINA","RE97400","DOROTHY ST","870-891",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","880 DOROTHY ST, REGINA, Saskatchewan",NA,NA
1569743,"INJURY","2008-09-02",835,2,1,0,"IN","REGINA","RE711030","DALGLIESH DR","MCINTOSH ST N N INT",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","DALGLIESH DR and MCINTOSH ST N N INT, REGINA, Saskatchewan",NA,NA
1611926,"INJURY","2008-09-04",1651,2,1,0,"IN","REGINA","RE700690","GARNET ST","PARLIAMENT AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","GARNET ST and PARLIAMENT AVE, REGINA, Saskatchewan",NA,NA
1612176,"INJURY","2008-09-11",1650,2,1,0,"IN","REGINA","RE125850","ELPHINSTONE ST","1400-1499",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1449 ELPHINSTONE ST, REGINA, Saskatchewan",NA,NA
1595514,"INJURY","2008-09-14",120,2,1,0,"IN","REGINA","RE333300","ROBINSON ST","1400-1499",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1449 ROBINSON ST, REGINA, Saskatchewan",NA,NA
1612465,"INJURY","2008-09-17",1640,2,1,0,"IN","REGINA","RE687200","8TH AVE","BROAD ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","8TH AVE and BROAD ST, REGINA, Saskatchewan",50.456736,-104.606504
1583545,"INJURY","2008-09-20",1645,2,1,0,"IN","REGINA","RE702570","HILLSDALE ST","JUBILEE AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","HILLSDALE ST and JUBILEE AVE, REGINA, Saskatchewan",50.421762,-104.601755
1614009,"INJURY","2008-09-23",1643,2,1,0,"IN","REGINA","RE687770","8TH AVE","WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","8TH AVE and WINNIPEG ST, REGINA, Saskatchewan",NA,NA
1596685,"INJURY","2008-09-26",245,2,1,0,"IN","REGINA","RE687770","8TH AVE","WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","8TH AVE and WINNIPEG ST, REGINA, Saskatchewan",50.4567391,-104.595184
1595066,"INJURY","2008-10-01",1800,2,1,0,"IN","REGINA","RE420800","TRUESDALE DR","2021E-2150E",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2085 TRUESDALE DR, REGINA, Saskatchewan",NA,NA
1614580,"INJURY","2008-10-01",800,2,1,0,"IN","REGINA","RE677540","14TH AVE","BROAD ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","14TH AVE and BROAD ST, REGINA, Saskatchewan",50.4439545,-104.6065
1613655,"INJURY","2008-10-02",1513,2,1,0,"IN","REGINA","RE689160","ALBERT ST","REGINA AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ALBERT ST and REGINA AVE, REGINA, Saskatchewan",50.4348941,-104.618116
1516034,"INJURY","2008-10-06",2155,2,1,0,"IN","REGINA","RE684040","5TH AVE","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","5TH AVE and ALBERT ST, REGINA, Saskatchewan",50.4613907,-104.6182034
1611885,"INJURY","2008-10-13",1633,2,1,0,"IN","REGINA","RE340400","ROSS AVE","1200-1399",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1299 ROSS AVE, REGINA, Saskatchewan",50.4640849,-104.5981964
1550285,"INJURY","2008-10-19",1350,2,1,0,"IN","REGINA","RE700720","GARNET ST","VICTORIA AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","GARNET ST and VICTORIA AVE, REGINA, Saskatchewan",NA,NA
1613990,"INJURY","2008-10-21",1358,2,1,0,"IN","REGINA","RE689110","ALBERT ST","DEWDNEY AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ALBERT ST and DEWDNEY AVE, REGINA, Saskatchewan",50.4550924,-104.6182008
1614516,"INJURY","2008-10-23",1952,3,1,0,"IN","REGINA","RE685790","7TH AVE N","MCINTYRE ST N",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","7TH AVE N and MCINTYRE ST N, REGINA, Saskatchewan",50.480704,-104.616612
1624353,"INJURY","2008-10-24",1635,2,1,0,"IN","REGINA","RE178200","GORDON RD","2800-3050",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2925 GORDON RD, REGINA, Saskatchewan",50.4047867,-104.6236691
1624317,"INJURY","2008-10-27",840,2,1,0,"IN","REGINA","RE676800","13TH AVE","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","13TH AVE and ALBERT ST, REGINA, Saskatchewan",50.4455181,-104.6180527
1624649,"INJURY","2008-10-31",1826,2,1,0,"IN","REGINA","RE708620","ROSS AVE","WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ROSS AVE and WINNIPEG ST, REGINA, Saskatchewan",50.465222,-104.5951413
1623604,"INJURY","2008-11-05",2114,2,1,0,"IN","REGINA","RE705000","MCARA ST","VICTORIA AVE E",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","MCARA ST and VICTORIA AVE E, REGINA, Saskatchewan",NA,NA
1612083,"INJURY","2009-01-16",1225,2,1,0,"IN","REGINA","RE697580","DEWDNEY AVE E","ROTHWELL ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","DEWDNEY AVE E and ROTHWELL ST, REGINA, Saskatchewan",NA,NA
1612722,"INJURY","2009-01-16",700,2,1,0,"IN","REGINA","RE425100","12TH AVE","2400-2499",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2449 12TH AVE, REGINA, Saskatchewan",50.4488157,-104.6155526
1613257,"INJURY","2009-03-14",2045,2,1,0,"IN","REGINA","RE52100","CAMERON ST","3100-3199",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","3149 CAMERON ST, REGINA, Saskatchewan",NA,NA
1627705,"INJURY","2009-04-25",1848,2,1,0,"IN","REGINA","RE684420","5TH AVE","RAE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","5TH AVE and RAE ST, REGINA, Saskatchewan",50.4613944,-104.6210549
1569937,"INJURY","2009-05-03",1930,3,1,0,"IN","REGINA","RE718810","PASQUA ST","ROCHDALE BLVD",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","PASQUA ST and ROCHDALE BLVD, REGINA, Saskatchewan",50.496587,-104.6413088
1619672,"INJURY","2009-05-06",1855,2,1,0,"IN","REGINA","RE686560","7TH AVE","ROBINSON ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","7TH AVE and ROBINSON ST, REGINA, Saskatchewan",50.458288,-104.623942
1513787,"INJURY","2009-05-07",924,2,1,0,"IN","REGINA","RE695570","COLLEGE AVE","WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","COLLEGE AVE and WINNIPEG ST, REGINA, Saskatchewan",NA,NA
1619167,"INJURY","2009-05-16",9999,2,1,0,"IN","REGINA","RE706790","OSLER ST","SASKATCHEWAN DR",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","OSLER ST and SASKATCHEWAN DR, REGINA, Saskatchewan",NA,NA
1632235,"INJURY","2009-05-25",1645,2,1,0,"IN","REGINA","RE5700","ALBERT ST","1600-1699",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1649 ALBERT ST, REGINA, Saskatchewan",NA,NA
1631803,"INJURY","2009-05-28",2320,2,1,0,"IN","REGINA","RE701770","HALIFAX ST","VICTORIA AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","HALIFAX ST and VICTORIA AVE, REGINA, Saskatchewan",50.4472319,-104.6034557
1619504,"INJURY","2009-05-30",2220,2,1,0,"IN","REGINA","RE5300","ALBERT ST","1900-1999",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1949 ALBERT ST, REGINA, Saskatchewan",NA,NA
1628929,"INJURY","2009-05-30",1814,2,1,0,"IN","REGINA","RE686000","7TH AVE","ABERDEEN ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","7TH AVE and ABERDEEN ST, REGINA, Saskatchewan",50.4583835,-104.6582597
1619944,"INJURY","2009-05-31",1423,2,1,0,"IN","REGINA","RE686360","BRUNSKILL PL","KRAUSS ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","BRUNSKILL PL and KRAUSS ST, REGINA, Saskatchewan",NA,NA
1620116,"INJURY","2009-06-02",1119,2,1,0,"IN","REGINA","RE689550","ANGUS ST","DEWDNEY AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ANGUS ST and DEWDNEY AVE, REGINA, Saskatchewan",NA,NA
1649876,"INJURY","2009-06-09",1643,2,1,0,"IN","REGINA","RE675970","11TH AVE","WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","11TH AVE and WINNIPEG ST, REGINA, Saskatchewan",50.4503615,-104.5951722
1632397,"INJURY","2009-06-10",1600,2,1,0,"IN","REGINA","RE156900","14TH AVE","1000-1099",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1049 14TH AVE, REGINA, Saskatchewan",NA,NA
1628888,"INJURY","2009-06-13",1530,2,1,0,"IN","REGINA","RE695740","COLLEGE AVE","SMITH ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","COLLEGE AVE and SMITH ST, REGINA, Saskatchewan",NA,NA
1619542,"INJURY","2009-06-14",1839,2,1,0,"IN","REGINA","RE689110","ALBERT ST","DEWDNEY AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ALBERT ST and DEWDNEY AVE, REGINA, Saskatchewan",NA,NA
1650305,"INJURY","2009-06-15",1411,2,1,0,"IN","REGINA","RE686010","7TH AVE","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","7TH AVE and ALBERT ST, REGINA, Saskatchewan",50.4582956,-104.6180367
1650467,"INJURY","2009-06-15",1930,2,1,0,"IN","REGINA","RE448960","WASCANA MEWS","9300-9399",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","9349 WASCANA MEWS, REGINA, Saskatchewan",NA,NA
1513791,"INJURY","2009-06-22",1713,2,1,0,"IN","REGINA","RE9999","NOT STATED","LOCATION NOT KNOWN",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","NOT STATED and LOCATION NOT KNOWN, REGINA, Saskatchewan",NA,NA
1345769,"INJURY","2009-06-25",1800,2,1,0,"IN","REGINA","RE702530","HILL AVE","QUEEN ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","HILL AVE and QUEEN ST, REGINA, Saskatchewan",50.4263036,-104.6368711
1583513,"INJURY","2009-06-27",1145,2,1,0,"IN","REGINA","RE689010","ALBERT ST","SASKATCHEWAN DR",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ALBERT ST and SASKATCHEWAN DR, REGINA, Saskatchewan",50.450977,-104.6182063
1628833,"INJURY","2009-07-02",1530,2,1,0,"IN","REGINA","RE3","BACK ALLEY","MID BLOCK",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","BACK ALLEY and MID BLOCK, REGINA, Saskatchewan",NA,NA
1650794,"INJURY","2009-07-06",1600,2,1,0,"IN","REGINA","RE709280","TORONTO ST","VICTORIA AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","TORONTO ST and VICTORIA AVE, REGINA, Saskatchewan",NA,NA
1632358,"INJURY","2009-07-09",800,2,1,0,"IN","REGINA","RE680880","23RD AVE","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","23RD AVE and ALBERT ST, REGINA, Saskatchewan",NA,NA
1650799,"INJURY","2009-07-09",1500,2,1,0,"IN","REGINA","RE693330","BROADWAY AVE","EDGAR ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","BROADWAY AVE and EDGAR ST, REGINA, Saskatchewan",NA,NA
1054724,"INJURY","2009-07-12",1554,2,1,0,"IN","REGINA","RE689870","#  1 HWY","ARCOLA AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","#  1 HWY and ARCOLA AVE, REGINA, Saskatchewan",NA,NA
1571981,"INJURY","2009-07-12",1953,2,1,0,"IN","REGINA","RE190500","HAMILTON ST","1700-1799",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","1749 HAMILTON ST, REGINA, Saskatchewan",NA,NA
1650527,"INJURY","2009-07-12",1250,2,1,0,"IN","REGINA","RE323200","RETALLACK ST","2900-2999",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2949 RETALLACK ST, REGINA, Saskatchewan",50.432342,-104.6220761
1651728,"INJURY","2009-07-17",1720,2,1,0,"IN","REGINA","RE683170","4TH AVE","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","4TH AVE and ALBERT ST, REGINA, Saskatchewan",NA,NA
1650903,"INJURY","2009-07-19",1650,2,1,0,"IN","REGINA","RE198900","HILLSDALE ST","3600-3799",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","3699 HILLSDALE ST, REGINA, Saskatchewan",NA,NA
1613647,"INJURY","2009-07-22",715,2,1,0,"IN","REGINA","RE689780","ARCOLA AVE E","UNIV PK DR",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ARCOLA AVE E and UNIV PK DR, REGINA, Saskatchewan",50.4336025,-104.5559298
1651142,"INJURY","2009-08-04",1345,2,1,0,"IN","REGINA","RE677360","13TH AVE E","PARK ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","13TH AVE E and PARK ST, REGINA, Saskatchewan",50.445572,-104.572383
1650904,"INJURY","2009-08-05",1503,2,1,0,"IN","REGINA","RE690870","ASSINIBOINE AVE","PRINCE OF WALES DR  / WASCANA",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","ASSINIBOINE AVE and PRINCE OF WALES DR  / WASCANA, REGINA, Saskatchewan",NA,NA
1631133,"INJURY","2009-08-09",1900,2,1,0,"IN","REGINA","RE121700","ELLIOTT ST","2000-2099",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","2049 ELLIOTT ST, REGINA, Saskatchewan",50.4461727,-104.586215
1627687,"INJURY","2009-08-16",1645,2,1,0,"IN","REGINA","RE697250","DEWDNEY AVE","ELPHINSTONE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","DEWDNEY AVE and ELPHINSTONE ST, REGINA, Saskatchewan",50.455092,-104.6311741
1651146,"INJURY","2009-08-20",1940,2,1,0,"IN","REGINA","RE703750","LAKEVIEW AVE","RAE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","LAKEVIEW AVE and RAE ST, REGINA, Saskatchewan",50.4224119,-104.6212534
1663195,"INJURY","2009-08-28",910,2,1,0,"IN","REGINA","RE689955","QUANCE ST","UNIVERSITY PK DR",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","QUANCE ST and UNIVERSITY PK DR, REGINA, Saskatchewan",NA,NA
1650829,"INJURY","2009-08-29",1335,2,1,0,"IN","REGINA","RE704390","LORNE ST","SASKATCHEWAN DR",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","LORNE ST and SASKATCHEWAN DR, REGINA, Saskatchewan",NA,NA
1662161,"INJURY","2009-08-29",1700,2,1,0,"IN","REGINA","RE692920","BROAD ST","BROADWAY AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","BROAD ST and BROADWAY AVE, REGINA, Saskatchewan",50.4377121,-104.6063389
1627861,"INJURY","2009-09-01",1219,2,1,0,"IN","REGINA","RE701180","GORDON RD","MONTAGUE ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","GORDON RD and MONTAGUE ST, REGINA, Saskatchewan",NA,NA
1584292,"INJURY","2009-09-06",1720,2,1,0,"IN","REGINA","RE708880","SCARTH ST","VICTORIA AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","SCARTH ST and VICTORIA AVE, REGINA, Saskatchewan",NA,NA
1596264,"INJURY","2009-09-18",801,2,1,0,"IN","REGINA","RE138200","15TH AVE","300E-399E",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","349 15TH AVE, REGINA, Saskatchewan",50.4423069,-104.616813
1629015,"INJURY","2009-09-18",1130,2,1,0,"IN","REGINA","RE90800","DEWDNEY AVE","4000-4099",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","4049 DEWDNEY AVE, REGINA, Saskatchewan",50.4550733,-104.6382227
1584295,"INJURY","2009-09-23",1648,2,1,0,"IN","REGINA","RE678490","15TH AVE","WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","15TH AVE and WINNIPEG ST, REGINA, Saskatchewan",50.4424088,-104.5951655
1663448,"INJURY","2009-09-23",730,2,1,0,"IN","REGINA","RE693780","BURGESS ST","RINK AVE",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","BURGESS ST and RINK AVE, REGINA, Saskatchewan",50.487887,-104.668946
1620473,"INJURY","2009-09-25",1545,2,1,0,"IN","REGINA","RE692860","BROAD ST N","FAIRVIEW RD",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","BROAD ST N and FAIRVIEW RD, REGINA, Saskatchewan",NA,NA
1649879,"INJURY","2009-10-16",1406,3,1,0,"IN","REGINA","RE686010","7TH AVE","ALBERT ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","7TH AVE and ALBERT ST, REGINA, Saskatchewan",NA,NA
1631161,"INJURY","2009-10-19",1548,2,1,0,"IN","REGINA","RE683680","4TH AVE","WINNIPEG ST",NA,"URBAN","",NA,NA,"","",NA,NA,NA,NA,"","4TH AVE and WINNIPEG ST, REGINA, Saskatchewan",NA,NA
